geneID	RNAi-GLAD_1	RNAi-GLAD_2	RNAi-GLAD_3	RNAI-GFP_1	RNAI-GFP_2	RNAi-GFP_3
FBgn0029813	0.939601378	0.741787004	0.710303762	0.882286049	0.918285048	1.09697483
FBgn0053897	0	0	0	0	0	0
FBgn0039277	22.03260052	20.92586675	23.75780558	24.19923453	23.50021642	22.01203849
FBgn0013342	444.0077778	453.6298771	435.848857	467.9767348	462.7858548	442.1754784
Novel00131	0.488197363	0.400472479	0.559739611	0.649424804	0.497001918	0.530895136
FBgn0052751	0.080790523	0.027904488	0	0.075862331	0	0
FBgn0259244	35.77190206	35.81524166	36.27574374	36.40916628	35.68639037	35.27638271
FBgn0260464	0	0	0	0	0	0
FBgn0015790	118.8531397	118.1001902	106.907939	108.0520279	107.4760149	117.4539469
FBgn0052117	0.598486338	0	0	0	0.159520565	0.258180492
FBgn0030356	3.011732333	0.067841185	0.13858526	0.061478648	0.831832262	1.190959504
FBgn0020518	0.548961245	1.137644492	0	0	0	0
FBgn0004811	15.15133035	17.49128407	17.63310877	16.90757398	15.98791451	19.79780976
FBgn0033461	0	0	0	0	0	0
FBgn0053111	7.44753695	6.867572861	5.833112869	6.616554954	6.119460109	6.441874963
FBgn0031443	0.249361763	0	0	0	0.243704601	0.309909668
FBgn0037995	1.200251635	0.186551374	0.381085186	0.281759185	0.997068739	1.186568836
FBgn0026255	3.56824809	3.604579681	4.047161479	4.059133231	3.924771297	3.499754304
FBgn0037242	35.72405272	34.40325305	32.58744934	30.81238203	31.63621475	34.36880891
FBgn0003510	0.640454785	0.734728735	0.484160043	0.601387286	0.581216132	0.633153638
FBgn0262955	21.14279202	22.0723535	21.84794972	18.59562079	20.44130819	25.06865522
FBgn0038511	0.027886016	0.144474553	0.280374543	0.091647427	0.1226402	0.13232696
FBgn0036090	15.24848464	12.71460949	13.85603347	13.4505551	13.29688704	14.82087078
FBgn0026630	33.93588145	34.6970694	30.80368758	38.0160213	35.62643737	29.34830547
FBgn0030804	0.335046769	0.069433701	0.070919218	0.188765426	0.065489142	0.105992722
FBgn0011950	0	0	0	0.550781311	0	0
FBgn0036273	10.870924	10.44631385	10.61118472	10.24681246	10.15060514	10.38283037
FBgn0010078	1532.037812	1626.124779	1600.853111	1546.123124	1669.671547	1717.822969
FBgn0263553	0	0	0	0	0	0
FBgn0038569	15.2302467	16.62265935	14.27434589	13.53872432	13.52980826	16.07084002
FBgn0031601	21.69212205	21.59834964	19.66744381	18.04672228	20.23322692	22.52056743
FBgn0039104	13.19393452	0.050822606	1.297748569	0.829011045	5.848112828	9.309876177
FBgn0013981	800.7555223	785.1475064	852.2822456	845.7473612	849.1346967	806.3757721
FBgn0260002	0	0.576209548	0	0.522169294	0.543474824	0
FBgn0082995	0	0	0	0	0	0
FBgn0261625	27.88466767	25.49427688	26.48611559	21.75375188	22.68714934	28.44089052
FBgn0058378	4.328694404	4.485303285	3.136722116	5.199817	3.544465589	4.163689499
FBgn0086057	2.302095542	0.477076723	0.974567313	0	0.449973779	1.82068143
FBgn0038269	7.621206654	7.614422232	6.678061462	6.814958442	7.080333323	8.009231711
FBgn0005630	165.4337184	160.8917036	168.6470087	173.8870668	171.1781117	159.4513414
FBgn0040751	5.554894324	5.156296793	5.144135032	7.280733487	7.577801671	7.779722542
FBgn0051989	3.17367808	3.490704808	3.532777288	3.674473637	3.453000994	3.330418945
FBgn0035959	20.26518829	21.61034171	23.40095745	24.29752759	23.41298913	19.55976895
FBgn0037294	0.694898392	0.308588266	0.350211592	0.838941239	0.679133532	0.497240199
FBgn0033942	10.75303635	11.94270105	5.656154201	6.771711272	7.362653672	10.59225912
FBgn0039065	10.02690503	9.727064287	9.285460786	9.679471552	9.79942897	9.16409653
FBgn0024332	2.083421543	2.174908588	2.007523735	2.131527672	1.504324105	1.537067656
FBgn0036705	0.449936712	0.077702513	0	0.070415124	0	0.118615323
FBgn0050075	0.182726787	0.063112568	0	0	0.178581343	0.14451497
FBgn0036771	7.842937216	7.768158351	7.751255577	7.364521013	7.185944899	7.593896727
FBgn0052814	0.094314927	0.09772717	0.099818018	0.044280876	0.092175246	0.037295897
FBgn0033960	6.237613562	6.284741887	8.771694085	8.332645221	7.965350734	7.399806159
FBgn0052226	8.926958143	8.875597205	8.82401028	7.650406211	8.101925755	8.571431846
FBgn0029128	9.756609777	8.683477888	9.338617245	9.290697172	9.475483561	10.51014365
FBgn0028939	2.761939845	3.26806489	2.677930906	2.610194576	2.943086928	2.973552368
FBgn0264426	0.935540676	0.969387828	1.980255262	0.946047898	0.632988325	1.365970068
FBgn0053642	0.121991388	0.189607415	0	0.114549959	0	0.048240277
FBgn0024689	16.54568742	17.76178314	15.86015552	16.03014848	16.06754509	17.27195438
FBgn0262883	0.263231416	0.09091831	0	0.082391467	0.257259599	0.069394825
FBgn0261445	23.71512577	23.77351947	23.32600089	25.06091279	25.14532595	22.04553102
FBgn0030576	10.33725028	9.597536812	9.468304579	11.19088405	9.809229064	8.61305308
FBgn0028689	77.1693677	75.54784869	75.41406018	69.40360166	72.65167635	76.21037945
FBgn0261635	0	0	0	0	0	0
FBgn0021800	36.31524656	38.15933293	43.65772272	42.06703733	41.63783969	39.0866753
FBgn0051908	32.15801499	33.59366474	26.80583267	23.59799435	24.23992185	33.88198782
FBgn0061198	34.44391545	37.40123793	29.83706289	29.57377004	27.66780924	35.823788
FBgn0004118	16.18925139	15.31953535	15.93847658	17.98914718	16.6569428	16.68611122
FBgn0029864	14.99345306	13.13635562	15.10899712	16.31305604	14.22728336	12.51161466
FBgn0030494	0	0	0	0	0	0.155699653
FBgn0031001	0.099604754	0.022935195	0.38652715	0.550781311	0.411012493	0.026258471
FBgn0034900	0	0	0	0	0	0
FBgn0029658	0.467116114	0.053779558	0	0	0.304345902	0.246288542
FBgn0038519	46.88872819	46.34204617	50.26609293	47.11825516	47.43287807	47.66393027
FBgn0036177	0	0	0	0	0	0
FBgn0036546	12.71230915	12.97478842	12.56095213	12.01354531	12.18447753	12.80958766
FBgn0261053	2.452846317	2.083586459	2.75409492	2.718271531	2.415452443	2.304255265
FBgn0261952	0.163743698	0.169667821	0	0.153755395	0	0
FBgn0026778	0	0	0	0	0	0
FBgn0086898	2.619211791	3.2860358	3.831934385	3.339534897	3.438150478	2.965062963
FBgn0037016	12.53114614	10.72405163	12.349523	12.51309009	11.18909918	11.10097943
FBgn0050069	14.81074659	14.65068962	15.71629305	16.69676403	16.37090496	14.54354282
FBgn0037177	0	0	0.069719046	0	0	0
FBgn0038608	0.226705372	0.381724525	0.329908127	0	0.276952756	0.672362831
FBgn0003141	37.23905493	37.76622229	50.17580526	45.33510492	42.73711222	42.62817634
FBgn0035880	224.2259815	223.2449949	180.4174228	239.7301977	238.7448626	162.8709373
FBgn0032299	9.224042682	4.326144702	8.426360915	12.30827623	9.489242964	3.532369685
FBgn0030661	0.709104079	0.367379463	0.750478905	0.614629845	0.986216417	0.517676554
FBgn0033686	2.702303693	2.511403879	3.007399326	3.32224693	2.886038722	2.445659649
FBgn0000241	23.58805289	22.0866266	27.91696582	23.12051722	24.04856204	25.33652814
FBgn0008635	55.44230439	57.01263224	52.50674274	45.10878005	44.37855711	61.47757424
FBgn0263411	0.242600437	0.125688768	0.385133541	0.797306656	0.237096666	0.287801767
FBgn0259145	5.576581739	5.142511418	5.645046869	6.88268469	5.568691251	4.911711071
FBgn0036638	0	0.053584704	0.054731135	0.097118444	0.050540533	0
FBgn0050440	1.901397755	2.26830957	2.383034884	2.678119817	2.176122098	2.186413405
FBgn0035767	8.908646238	9.482915834	11.01935261	12.08079234	10.97499289	7.93730628
FBgn0037566	22.67299934	22.76594478	22.36152687	20.30125736	21.64410761	22.06755435
FBgn0035915	17.52327775	0.753065944	1.303328705	1.895664105	8.582597472	12.43780363
FBgn0038567	0.291285558	0	0.03082815	0	0.142338644	0.207334742
FBgn0040098	0.64877238	0	0	0	0.211351321	0.427584275
FBgn0050469	0	0	0.025302836	0	0	0.018908249
FBgn0004167	25.91758769	27.18538641	30.14077829	28.13595019	30.46714204	28.15505014
FBgn0086662	2.096033843	1.551333398	2.218333289	0.843504245	1.17056116	2.604974969
FBgn0002542	1.874842217	1.541604697	1.241747419	1.43109788	1.442204096	1.253184286
FBgn0036228	0	0	0	0	0	0.035202364
FBgn0003520	51.42200454	53.98897428	52.70221488	56.43369711	54.381746	49.97699032
FBgn0065047	1.23754269	1.282316046	0.523900347	0	0.241893419	0.782998256
FBgn0039868	12.57584701	12.97807522	12.0163802	10.61351001	10.99680272	14.0935031
FBgn0262140	1.593758452	0.990851654	0.787150522	0.598615916	0.72688072	1.512566111
FBgn0085273	0.589251978	1.356823706	1.108682081	1.045137013	1.983600008	1.03561696
FBgn0051324	11.12705837	10.5022344	12.53418102	8.706926679	9.977377434	15.55277294
FBgn0034300	11.89604452	11.98378939	12.46452295	11.84714239	10.89693927	11.29269545
FBgn0031655	2.486377765	2.557930648	2.462288173	2.41809215	2.725038221	2.036656083
FBgn0037829	0.683685619	0.209902473	0.080397481	0.261547837	0.148483364	0.300396286
FBgn0051858	0.536728125	0.06179406	0.063116128	0.055998657	0.174850535	0.660313989
FBgn0039566	7.762825441	6.650956845	7.998038566	6.980209269	7.171186863	7.376034184
FBgn0053422	0	0	0	0	0	0
FBgn0032374	0.144658706	0	0	0	0.565507587	0.190679474
FBgn0038790	26.68197452	0	1.01456821	3.150551303	13.11639986	4.928068318
FBgn0038188	0.024594473	0	0	0	0	0
FBgn0033138	1.833959912	2.189488981	1.856577953	1.534905459	2.727494695	2.396382932
FBgn0033354	0.595364281	0.548359208	0.440071667	0.443688321	0.526442508	0.276537842
FBgn0259139	120.1950136	114.0071749	124.2654688	122.747082	117.1770541	120.6154157
FBgn0037619	3.901427881	4.744183131	5.118679975	3.784547786	4.66373426	5.151102611
FBgn0036094	15.62766972	10.28889241	7.183381181	8.851842492	6.715264267	10.3383351
FBgn0051057	86.61854142	92.42199334	91.32662849	91.44527872	99.02858058	84.79094097
FBgn0039325	63.38482035	47.930781	37.63532603	53.98803452	45.11447147	41.4936682
FBgn0004623	754.5895449	763.6101085	658.4930626	744.680377	808.0632811	640.7261113
FBgn0035410	5.395578919	4.219296968	6.879247886	4.979371026	3.954878816	5.554100007
FBgn0260010	60.58977143	57.98324964	70.6212047	59.82737884	61.24471443	66.31953226
FBgn0085658	0.203899891	0	0	0	0.099637051	0
FBgn0259989	0	0	0	0	0	0
FBgn0039163	25.37276954	25.52576925	26.89434351	22.32913415	25.17689043	27.4113337
FBgn0037850	3.146197241	3.617831813	1.543064912	2.017557346	1.912388562	4.035843836
FBgn0034328	3.31501758	3.912029125	2.923701938	2.594002302	3.419800722	5.097908003
FBgn0030528	9.740266865	9.340660041	8.934113283	7.998366598	7.951409985	8.639872376
FBgn0036589	34.77143883	41.22145894	33.74698514	21.10156482	26.11762702	48.15508692
FBgn0000137	0	0	0	0.015019438	0	0
FBgn0086447	4.950170761	4.188899084	3.929252605	4.725682421	4.43471268	4.43699012
FBgn0024996	30.53069076	30.94611797	32.17802133	28.1330294	29.77614951	31.56027366
FBgn0037749	30.09670894	29.90668093	35.36966247	32.54006213	35.90910485	28.15798885
FBgn0036366	4.410705934	5.379181387	4.915923633	3.77513644	4.272494881	4.630538914
FBgn0262237	0	0	0	0	1.512562463	0.816016255
FBgn0250791	109.9640977	117.0075604	102.5223627	109.6467229	105.9127413	112.2605783
FBgn0035760	4.077997817	4.445616721	4.315940957	3.510138035	3.321235037	4.165892509
FBgn0034197	0.400177356	1.174857163	0.847053833	1.189927847	0.879972087	0.448364072
FBgn0038672	7.809131452	8.465644187	9.306557741	8.164647091	8.754317457	7.655232954
FBgn0032395	6.348471167	6.316679297	6.114472804	6.117106389	6.321266264	6.312862727
FBgn0002563	271.8059904	722.2212687	614.9420603	380.9250059	792.1799611	640.1788485
FBgn0243514	5.357236454	6.720408239	5.4364382	5.115708871	6.237200922	6.72984748
FBgn0040371	3.023939059	0.584890671	0.682747722	0.719334913	1.457965889	2.61478655
FBgn0040397	10.39850556	10.96275602	11.84071405	14.1180458	13.488057	10.79306433
FBgn0051892	0	0	0	0	0	0
FBgn0053731	0	0	0	0	0	0
FBgn0005564	41.34148086	43.55849769	44.44531367	47.58410626	46.52660202	40.61738509
FBgn0044046	0.164057383	0.33998571	0.217037261	0.346612377	0.240503227	0.389249133
FBgn0261401	0.022873385	0.142205562	0	0.064434352	0.022354467	0.018090104
FBgn0031762	2.634219338	2.542203163	3.307239436	2.59478457	2.574457943	2.747164495
FBgn0032834	20.16893874	20.48398017	8.724654476	10.14570059	11.34186245	27.3449335
FBgn0001974	5.349346486	4.991101698	4.790474883	5.613984066	4.802179185	5.455868999
FBgn0261434	0.383535303	0.170319137	0.347926142	0.411588337	0.348060332	0.324996877
Novel00161	0.304400311	0.315413283	0.859097252	0	0.198329675	0.240744132
FBgn0259933	0	0	0	0	0	0
FBgn0020378	4.153899638	3.002919472	4.690208256	4.705561141	3.304375976	3.447588135
FBgn0065099	3.664687228	5.396124551	5.205374735	5.252270426	5.655075874	6.330558539
FBgn0040734	478.2726815	533.2099105	363.1459696	329.0156089	434.7289087	707.3786269
FBgn0031805	11.44555702	10.68903603	4.782630074	11.23431879	5.629148623	9.506130541
FBgn0052058	0.074597521	0	0	0	0.04860344	0
FBgn0011668	43.21422918	0	3.764828496	3.463990766	34.89442818	29.38411765
FBgn0031663	16.64873101	16.67411063	13.67182337	13.90776527	12.84268466	16.77820679
FBgn0033519	1.202260696	0.958275058	1.614982226	1.128923248	1.672094789	1.38969507
FBgn0052204	11.58934508	10.4351954	10.23393494	12.14685621	10.73840068	9.743599916
FBgn0035144	5.460443411	3.740565419	4.029281754	4.400982651	3.439119469	4.258575799
FBgn0033868	11.71540413	0	0.371096079	0.677864282	4.454870465	8.498793576
FBgn0033244	29.2185341	29.07545334	27.77304239	29.14366868	26.99764146	29.89508068
FBgn0030688	2.468499787	0.34432034	0.502409978	1.827592531	0.881489654	0.675791732
FBgn0036463	3.061375596	2.796486414	3.357237703	3.281242093	3.326546514	3.297266059
FBgn0262422	0	0	0	0	0	0
FBgn0034928	0.625900783	0.53409621	0.857250525	0.726008383	0.503753964	0.49501244
FBgn0004170	0.029776757	0.061708116	0	0.027960386	0.05820245	0
FBgn0259964	2.048754884	0.636863185	0.542073924	0.577134483	1.802048102	2.673526942
FBgn0039638	2.227461882	2.534733223	1.831217865	2.838583104	2.196365279	2.249256139
FBgn0026787	12.97493896	11.2355215	11.6713127	12.05738232	12.500134	13.22195841
FBgn0025382	13.12804804	13.24106822	13.4011287	13.39323418	12.28969854	12.43162765
FBgn0032104	0.3371573	0	0.050975681	0.135681785	0.094145245	0.076185995
FBgn0027779	119.4634896	112.3351382	111.5208315	116.6722017	115.4188483	107.4397117
FBgn0035782	2.339124696	0	0.068766889	0.061012194	0.254006443	0.616655683
FBgn0015570	11.70259989	14.09646462	15.39331211	16.26726822	16.42041943	11.13947812
FBgn0051130	3.058498363	2.112768343	1.078985239	1.914620746	2.490926278	1.612603552
FBgn0011260	20.82848987	21.58204884	18.92301454	18.87747896	19.78203956	22.90584059
FBgn0027287	12.8760106	11.33688086	12.07016432	12.91950355	11.2854211	12.21441408
FBgn0039752	1.244737706	0.214961895	0.13173657	0.038960306	0.425774608	0.754735965
FBgn0085256	650.901206	877.9788889	216.2578875	158.8466871	275.6611441	945.2207839
FBgn0038239	0	0.082163213	0.167842148	0	0.077495484	0
FBgn0085261	4.585700357	3.385520356	4.246608572	4.144500331	4.201562397	3.717407385
FBgn0259247	9.891183705	9.568727824	9.69791933	10.31980582	8.871683032	9.087021016
FBgn0036279	35.13147701	32.27523881	43.31498418	40.21638615	39.85250331	34.0064337
FBgn0023496	0.80537261	0.723242329	0.738715913	0.478955284	0.446024166	1.040356774
FBgn0028926	13.32932344	12.89487125	9.800039486	11.18708155	12.91164431	12.1278449
FBgn0261872	33.65451465	30.85319221	33.56573881	31.11815066	32.30396929	33.4439111
FBgn0037665	0.263617273	0.312176853	0.119570924	0.212174331	0.036805243	0.208489641
FBgn0034564	16.80238341	19.28235411	19.69489512	14.08094498	16.77433899	20.21878251
FBgn0033808	6.9342473	6.511517817	6.375623306	5.331094811	5.718037245	6.958025245
FBgn0051373	3.375769977	0.245466861	0.313398202	0.778559474	0.983967559	1.686207864
FBgn0034218	14.71556577	13.87220765	11.86604956	12.95213725	13.33643217	14.38009007
FBgn0261362	53.28624409	73.27177958	96.53143283	87.80708858	93.51430332	54.58222722
FBgn0053881	0	0	0	0	0	0
FBgn0034021	15.22787565	14.78286899	17.07380164	14.88297403	16.33749429	16.82800071
FBgn0031466	0.832334328	1.006188811	1.076654817	0.651301874	0.632684515	1.133698609
FBgn0038131	0.039032796	0	0	0	0	0
FBgn0051913	0.793862843	0.102823025	0.157534345	0.605667977	0.727362019	0.784812853
FBgn0016762	6.830233591	5.891800949	6.238019925	6.315923013	6.133124393	6.197098347
FBgn0037004	0.847900536	0.234287183	0.448686931	0.31847157	0.359087986	0.84941098
FBgn0263742	0	0	0	0	0	0
FBgn0036310	0.414620377	0	0	0.070787035	0.239444674	0.193767944
FBgn0262967	1.637884369	0	0.082545319	0.073236859	0.152450133	0.801895755
FBgn0000535	21.28929708	19.98386282	18.4870383	23.67741226	21.37858006	16.43755329
FBgn0036226	0.113128077	0.146526206	0.149661097	0.239011441	0.110561589	0.223676847
FBgn0262827	0.080638375	0.08355581	0	0	0.157617934	0.063775282
FBgn0052625	0.719646674	0.969387828	0.685472975	0.810898199	0.140664072	0.626069614
FBgn0052036	0.483147837	0.43804929	1.086594444	0.964061504	0.708280307	0.095527996
FBgn0029824	11.58631145	11.59098342	13.40704496	13.17510823	12.72802994	11.12026858
FBgn0050203	5.980969001	6.474849473	10.21924241	6.915386609	8.011815973	8.44851854
FBgn0263206	0.192878275	0.199856465	0	0	0.188502529	0.457630738
FBgn0034274	0.213206525	0	0.075215569	0	0.069456534	0.168620786
FBgn0085761	0	0	0	0	0	0
FBgn0031753	8.349906193	6.861930611	6.13808894	7.608824235	6.753496952	7.091737811
FBgn0032404	26.98487618	29.16280553	23.46118529	24.66869168	26.41627318	26.49205273
FBgn0039434	0.041491257	0.042992379	0.30738533	0.116880918	0.162199851	0.065629214
FBgn0037664	0.907731192	0.322481903	0.027448443	0.146118846	0.278814764	0.287162595
FBgn0033856	0.361914228	0.046876001	0.095757803	0.063719549	0.176851818	0.161004792
FBgn0250847	1.391230302	0.520564763	0.777103087	0.580607013	0.679834031	0.702967072
FBgn0030289	19.27571751	19.09411975	17.91424624	18.77390389	17.74152941	18.07285743
FBgn0026389	0.055899448	0	0.059161071	0.104979205	0.027315641	0.066314637
FBgn0259215	0.501784888	0.346626056	0.393380035	0.558431051	0.472238107	0.338058818
FBgn0053397	0	0	0	0	0	0.250849441
FBgn0050476	16.06700988	16.48427944	14.24021184	12.56005366	13.92340308	16.46286399
FBgn0053359	0	0	0	0	0	0
FBgn0028693	51.89918227	52.79585133	49.55307486	44.36917103	44.49720606	52.685946
FBgn0034894	16.62872896	15.12441286	17.84341285	16.61196835	15.68719268	15.96425329
FBgn0034774	0.521387849	0.202594225	0.275904901	0.122395847	0.127389837	0.257722029
FBgn0264599	0	0	0	0.015529948	0	0.013080214
FBgn0029606	0.245240419	0.203290425	0.311459657	0.184224677	0.383482808	0.193955754
FBgn0032054	10.17506541	8.835682391	9.218501866	8.498249447	9.049503213	9.598783758
FBgn0053448	0	0	0	0	0	0
FBgn0063388	0	0	0	0	0	0
FBgn0035313	0.027589547	0	0	0.025906595	0.026963635	0.021820022
FBgn0031690	2.203917938	0.526997081	0.487008043	1.114335265	1.207141196	1.283333257
FBgn0262609	0	0	0	0	0	0
FBgn0036376	17.38073835	17.54572614	17.16963462	16.16108319	16.50368863	17.49390003
FBgn0031178	1.331849987	0.621015889	0.916214527	1.063016495	0.846062674	0.684666827
FBgn0036365	14.89944993	13.08855307	14.47784625	13.44759476	14.10224851	14.82070798
FBgn0264086	2.92380942	0.109767776	0.381195181	0.238735491	1.490858202	2.195087764
FBgn0020641	0	0.077975633	0	0	0.147091604	0
FBgn0000377	16.95491885	15.77914375	14.13373457	16.07591474	15.27768117	15.67566876
FBgn0033426	51.37339779	49.17650453	54.37093435	55.23790889	51.07830437	46.69136032
FBgn0259718	0	0	0	0	0	0
FBgn0053848	0	0	0	0	0	0
FBgn0036882	18.45720973	16.89524086	20.91357743	19.72157153	19.24389395	19.87603884
FBgn0051864	11.03077709	10.75420536	7.533726886	8.316937583	7.647270116	10.40006504
FBgn0010052	2.132333366	1.22748865	3.966410527	1.617989363	2.631260153	2.231525338
FBgn0040923	932.4099136	942.0547265	1020.331482	1189.393169	1133.70956	997.0848373
FBgn0038815	14.20358566	13.9931458	14.22956289	14.55218172	13.459827	13.02125557
FBgn0262992	0.23722425	0.245806843	0.251065817	0	0.231842446	0.281423889
FBgn0004580	67.23667477	64.0651997	61.65940984	71.7446171	67.58787768	57.28900668
FBgn0052364	3.274873964	3.096437734	3.032711858	1.883503583	2.760498797	4.079301146
FBgn0031488	2.534211155	2.380994682	2.973909638	2.589229528	3.054191852	2.710420138
FBgn0050278	1.65750879	0	0	0.086466743	0.404976401	0.691858943
FBgn0031388	0.221286703	0.038215448	0	0.103894149	0.144177645	0.116674159
FBgn0037133	0.060736138	0.062933525	0.032139986	0.057031256	0	0.0240175
FBgn0054047	0.03256196	0	0.034461886	0.030575693	0	0
FBgn0262381	0	1.8486723	0	0	0	0
FBgn0040658	7.178975324	8.142961321	5.664672506	5.185431188	5.770645877	5.912879691
FBgn0028360	16.38943013	14.15443151	12.28717603	14.68592518	12.46581917	12.76076411
FBgn0086475	9.971353942	10.70315259	9.168424589	9.893336215	9.866279369	10.27159477
FBgn0053871	0	0	0	0	0	0
FBgn0032618	0	0	0	0	0	0
FBgn0030591	0.103583857	0.160997164	0.178145129	0.145897922	0.215122028	0.112643308
FBgn0030664	0	0	0	0	0	0
FBgn0024943	69.22872523	68.98816424	66.8179223	72.59685605	74.64810794	62.65254666
FBgn0037293	22.90907556	21.87329941	18.21485211	20.21183421	19.02981782	20.69102424
FBgn0039687	2.874560699	3.350880141	1.964809484	2.193111037	2.516706494	2.889154056
FBgn0086033	0	0	0	0	0	0
FBgn0031668	0	0	0	0	0	0
FBgn0019686	2.622759485	2.496210873	2.837476609	2.699927986	3.132870981	2.427685384
FBgn0028410	0.361480236	0	0	0.09257184	0.032116317	0.07796932
FBgn0052057	8.914873412	9.003548372	8.453051563	10.21953352	10.03606233	8.934720881
FBgn0030959	5.077528251	4.955890167	5.493742737	5.363776067	4.984489852	6.113210183
FBgn0261508	12.25798167	9.047619726	5.686886908	4.414890192	7.877188041	9.561790473
FBgn0050148	5.188188941	4.967597959	10.84280872	9.743422756	7.830371931	5.142028811
FBgn0083984	0.145395508	0	0	0	0	0
FBgn0037126	48.31161828	58.01516161	33.5661146	34.82761159	44.44499632	55.53806633
FBgn0262855	6.760891118	7.539247033	8.995329573	8.706485921	8.998798933	7.587724082
FBgn0025692	0	0	0	0	0	0
FBgn0039169	5.692838213	5.377570541	5.336803209	5.587510689	5.995352646	6.016073996
FBgn0035407	4.403645556	4.428761226	3.947793543	4.062053816	4.303741954	4.281740466
FBgn0000556	2556.237271	2527.191678	2775.237195	2736.094378	2633.676475	2617.673315
FBgn0035139	1.237867931	0	0.416848437	0.211337901	0.989824056	0.534002753
FBgn0004510	5.346610701	5.420649456	5.341499585	5.085389335	5.0451312	5.996489742
FBgn0040323	16.71979105	19.11433948	16.75600607	17.47936117	19.20064585	18.72517301
FBgn0033377	28.35357919	29.08940236	28.60104255	24.39029738	25.55641519	30.86278146
FBgn0010421	9.753211446	9.613095959	7.768693722	7.658482986	7.539203535	9.218716973
FBgn0031127	1.559416464	0.067326457	0.96273645	0.915182906	1.397035436	0.822207577
FBgn0053126	50.26779257	46.6011048	47.15189105	42.58250606	42.90061827	47.90702872
FBgn0034658	1.318700381	0	0.164193406	0.218516498	0.833918797	1.411028108
FBgn0046876	9.60520147	9.795562316	9.791122253	8.069889097	10.47424207	13.67381194
FBgn0031848	1.010748386	0.571263543	0.632109378	0.905952521	0.673512255	0.763045243
FBgn0039135	60.09393724	62.73467682	54.45884007	55.42881974	58.93064823	58.5347339
FBgn0031882	13.27974851	13.15241706	11.62111444	11.63250128	12.65745421	11.89438708
FBgn0039678	4.983848152	0.581877183	0.520035509	1.120523945	3.08711519	3.997141919
FBgn0024957	70.01069617	61.94399085	50.56934344	52.15605983	49.29248515	63.57516003
FBgn0026314	104.1799857	98.3293807	63.17215561	99.68447043	89.47586717	59.06487388
FBgn0032955	67.31166249	67.79626221	65.13992179	70.24055492	71.81109135	59.57083404
FBgn0051874	0.765095709	0.027337113	0.13960992	0.099093126	0.180488558	0.58423345
FBgn0035397	55.44619344	55.54650077	59.21697427	63.99049985	59.49615831	50.8214171
FBgn0051274	0.029088979	0	0.061572527	0	0.0568581	0.069017679
FBgn0033139	6.028664643	6.620515962	3.5992143	2.1772763	3.877571881	4.686447146
FBgn0031118	18.12757425	16.40987104	18.48427243	24.17864279	19.77520925	15.04247819
FBgn0027620	5.954957077	5.796439095	6.411549856	6.196870038	5.971024725	5.599938163
FBgn0261871	8.106714694	7.796817313	8.785091298	9.393788799	8.281012919	7.144661961
FBgn0026576	88.96540023	70.79394169	108.3817504	117.4349667	86.66895272	95.04962347
FBgn0051561	0	0	0	0	0	0
FBgn0083167	301.6318214	281.4425057	285.1947851	293.5286167	279.8218917	295.4801865
FBgn0005633	16.54018248	16.33772487	13.16985232	18.83344	15.93833117	14.05934144
FBgn0263777	0.100044339	0	0	0	0	0
FBgn0262191	0	0	0	0	0	0
FBgn0052382	0.307418297	0.091011559	0	0.041237985	0.128761728	0.069465999
FBgn0262413	3.756050621	3.891941684	2.385125266	6.348479317	2.202503235	3.564702589
FBgn0261822	85.67716568	84.97391754	78.05213222	89.84726049	88.37806434	76.09628069
FBgn0010113	9.182008075	9.410277397	9.85286308	10.04319694	9.811363965	9.187307375
FBgn0034056	0.604503206	0.208791224	0.959662166	0.283814369	0.689253954	0.956179047
FBgn0001091	551.4799613	580.7929952	646.9186976	574.6642866	593.3343199	574.2313463
FBgn0086668	0	0	0.642799717	0	0	0
FBgn0035762	10.85677489	11.06423422	10.0137402	9.371564707	8.897413863	9.986825507
FBgn0015664	11.23795894	14.00697913	12.17388911	12.4585181	12.99560136	10.9702467
FBgn0020509	3.128735277	0.092626587	0.189216618	0.083939532	2.708297298	1.484672581
FBgn0054028	0.450726075	0	1.192562633	0.352693295	0.073416775	0.594117098
FBgn0259162	1.208007741	1.471607992	1.123000268	1.594179074	1.132739941	1.13613853
FBgn0038244	19.00404018	18.16094298	21.04247577	18.18220261	18.85578935	21.03714634
FBgn0053237	0	0	0	0	0	0
FBgn0045479	0.086328583	0.119269181	0.182731371	0.108083429	0.421850418	0.136551107
FBgn0004590	0	0	0	0	0	0
FBgn0033788	24.56700304	0.239396413	0.489036475	1.880185122	4.591189298	2.801753653
FBgn0037044	14.99740051	14.3137401	14.91602207	13.75929211	14.29966925	13.54586984
FBgn0036810	0	0	0	0	0	0
FBgn0037708	7.420557571	7.145633531	5.855460618	5.736827503	6.073406043	6.677541469
FBgn0052232	0.116991741	0	0.015477247	0	0.0142922	0.069394825
FBgn0031566	17.25719028	18.57065316	18.76944454	18.46225095	17.38232044	17.5594609
FBgn0086347	17.27709402	15.86212652	10.24014563	11.69533396	12.11078924	13.66410893
FBgn0015799	14.15798353	12.45118548	13.47307492	12.54584636	12.45310873	13.3802632
FBgn0002780	44.81477686	43.28190966	37.25242258	35.34206008	33.53321545	47.6082478
FBgn0051125	4.780616325	4.372600505	4.653542127	5.098617894	5.768099444	3.920927175
